HPV_position,15361-CB-15-LabPrep_S16,15361-CB-7-LabPrep_S49,15361-CB-6-LabPrep_S48,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20
4430,4786,0,0,26129,1921
4431,4762,0,0,26140,1922
4432,4706,0,0,26166,1921
4433,4654,0,0,26189,1919
4434,4623,0,0,26226,1934
4435,4560,0,0,26225,1938
4436,4501,0,0,26222,1948
4437,4453,0,0,26260,1946
4438,4395,0,0,26250,1939
4439,4352,0,0,26282,1935
4440,4287,0,0,26250,1922
4441,4241,0,0,26276,1920
4442,4156,0,0,26201,1910
4443,4112,0,0,26171,1918
4444,4058,0,0,26173,1923
4445,4026,0,0,26157,1922
4446,3947,0,0,26094,1912
4447,3883,0,0,26057,1911
4448,3823,0,0,26057,1917
4449,3758,0,0,26036,1917
4450,3661,0,0,25904,1902
4451,3582,0,0,25859,1885
4452,3529,0,0,25896,1876
4453,3475,0,0,25884,1883
4454,3417,0,0,25844,1878
4455,3370,0,0,25820,1874
4456,3319,0,0,25780,1866
4457,3262,0,0,25770,1865
4458,3198,0,0,25768,1867
4459,3147,0,0,25733,1871
4460,3074,0,0,25674,1870
4461,3015,0,0,25596,1876
4462,2961,0,0,25588,1871
4463,2922,0,0,25529,1877
4464,2871,0,0,25457,1868
4465,2826,0,0,25498,1867
4466,2729,0,0,25415,1851
4467,2665,0,0,25297,1850
4468,2638,0,0,25302,1852
4469,2563,0,0,25184,1849
4470,2554,0,0,25250,1867
4471,2510,0,0,25211,1864
4472,2469,0,0,25277,1868
4473,2429,0,0,25271,1861
4474,2377,0,0,25228,1852
4475,2335,0,0,25244,1858
4476,2298,0,0,25211,1854
4477,2230,0,0,25114,1847
4478,2191,0,0,25115,1849
4479,2128,0,0,25020,1844
4480,2090,0,0,25029,1841
4481,2052,0,0,25025,1845
4482,1989,0,0,24961,1844
4483,1928,0,0,24884,1832
4484,1877,0,0,24871,1831
4485,1816,0,0,24787,1828
4486,1770,0,0,24737,1834
4487,1697,0,0,24640,1827
4488,1631,0,0,24550,1822
4489,1555,0,0,24409,1807
4490,1473,0,0,24389,1805
4491,1448,0,0,24396,1809
4492,1397,0,0,24361,1812
4493,1309,0,0,24277,1811
4494,1301,0,0,24275,1810
4495,1243,0,0,24260,1808
4496,1162,0,0,24253,1809
4497,1143,0,0,24240,1807
4498,1046,0,0,24162,1802
4499,955,0,0,24101,1799
4500,857,0,0,24015,1794
4501,813,0,0,24002,1793
4502,811,0,0,23990,1791
4503,787,0,0,23943,1782
4504,730,0,0,23836,1766
4505,642,0,0,23726,1761
4506,616,0,0,23676,1761
4507,586,0,0,23443,1746
4508,557,0,0,23271,1732
4509,536,0,0,23171,1719
4510,511,0,0,22992,1708
4511,482,0,0,22814,1688
4512,475,0,0,22638,1675
4513,472,0,0,22487,1664
4514,466,0,0,22332,1650
4515,460,0,0,22108,1624
4516,449,0,0,21973,1616
4517,444,0,0,21793,1603
4518,440,0,0,21563,1583
4519,439,0,0,21464,1580
4520,422,0,0,21233,1565
4521,419,0,0,21034,1546
4522,414,0,0,20889,1537
4523,414,0,0,20702,1517
4524,408,0,0,20528,1506
4525,402,0,0,20301,1489
4526,399,0,0,20099,1472
4527,393,0,0,19941,1460
4528,395,0,0,19740,1438
4529,392,0,0,19598,1432
4530,386,0,0,19347,1409
4531,386,0,0,19117,1397
4532,387,0,0,18983,1388
4533,385,0,0,18766,1367
4534,383,0,0,18614,1356
4535,378,0,0,18428,1340
4536,371,0,0,18227,1329
4537,367,0,0,18117,1326
4538,363,0,0,17998,1314
4539,362,0,0,17817,1299
4540,354,0,0,17614,1284
4541,351,0,0,17448,1276
4542,347,0,0,17281,1263
4543,340,0,0,17041,1239
4544,339,0,0,16911,1227
4545,337,0,0,16773,1219
4546,332,0,0,16592,1204
4547,328,0,0,16457,1198
4548,325,0,0,16226,1179
4549,319,0,0,16055,1167
4550,316,0,0,15921,1166
4551,313,0,0,15739,1150
4552,310,0,0,15547,1141
4553,307,0,0,15288,1115
4554,302,0,0,15120,1103
4555,297,0,0,14972,1090
4556,290,0,0,14793,1074
4557,286,0,0,14578,1063
4558,284,0,0,14450,1054
4559,278,0,0,14251,1034
4560,274,0,0,14071,1016
4561,273,0,0,13915,1000
4562,274,0,0,13769,992
4563,270,0,0,13547,977
4564,270,0,0,13385,967
4565,266,0,0,13220,955
4566,261,0,0,13035,940
4567,252,0,0,12795,916
4568,251,0,0,12593,905
4569,250,0,0,12430,895
4570,247,0,0,12275,886
4571,240,0,0,12039,872
4572,238,0,0,11868,862
4573,234,0,0,11725,851
4574,232,0,0,11571,840
4575,227,0,0,11387,821
4576,222,0,0,11209,807
4577,220,0,0,11050,799
4578,218,0,0,10904,782
4579,215,0,0,10779,773
4580,212,0,0,10637,770
4581,207,0,0,10461,754
4582,203,0,0,10262,742
4583,199,0,0,10114,728
4584,196,0,0,9927,709
4585,190,0,0,9701,700
4586,187,0,0,9541,687
4587,181,0,0,9361,674
4588,180,0,0,9209,665
4589,176,0,0,9023,650
4590,176,0,0,8915,641
4591,171,0,0,8723,623
4592,168,0,0,8570,623
4593,166,0,0,8377,608
4594,161,0,0,8263,602
4595,157,0,0,8069,581
4596,156,0,0,7942,571
4597,156,0,0,7873,566
4598,149,0,0,7683,554
4599,149,0,0,7579,544
4600,148,0,0,7451,539
4601,149,0,0,7315,536
4602,144,0,0,7103,524
4603,142,0,0,7010,517
4604,143,0,0,6867,507
4605,137,0,0,6644,494
4606,137,0,0,6538,487
4607,131,0,0,6385,473
4608,128,0,0,6217,467
4609,124,0,0,6072,448
4610,121,0,0,5957,433
4611,114,0,0,5830,422
4612,113,0,0,5677,416
4613,113,0,0,5522,403
4614,106,0,0,5338,384
4615,98,0,0,5132,375
4616,96,0,0,5066,367
4617,95,0,0,4965,364
4618,95,0,0,4841,355
4619,91,0,0,4708,351
4620,88,0,0,4532,334
4621,84,0,0,4385,322
4622,82,0,0,4224,315
4623,81,0,0,4022,299
4624,74,0,0,3860,287
4625,73,0,0,3714,285
4626,71,0,0,3583,271
4627,69,0,0,3465,261
4628,65,0,0,3330,251
4629,63,0,0,3077,224
4630,62,0,0,2891,212
4631,58,0,0,2808,204
4632,57,0,0,2757,205
4633,57,0,0,2778,208
4634,54,0,0,2669,200
4635,53,0,0,2645,198
4636,53,0,0,2566,193
4637,51,0,0,2503,191
4638,51,0,0,2427,186
4639,47,0,0,2303,174
4640,43,0,0,2138,157
4641,37,0,0,1976,141
4642,37,0,0,1822,128
4643,33,0,0,1691,115
4644,27,0,0,1576,107
4645,25,0,0,1455,101
4646,23,0,0,1309,90
4647,21,0,0,1203,84
4648,17,0,0,1072,77
4649,17,0,0,935,68
4650,14,0,0,807,59
4651,11,0,0,681,50
4652,10,0,0,572,42
4653,6,0,0,473,32
4654,5,0,0,373,29
4655,1,0,0,246,18
4656,1,0,0,132,8
4657,0,0,0,0,0
4658,0,0,0,0,0
4659,0,0,0,0,0
4660,0,0,0,0,0
4661,0,0,0,0,0
4662,0,0,0,0,0
4663,0,0,0,0,0
4664,0,0,0,0,0
4665,0,0,0,0,0
4666,0,0,0,0,0
4667,0,0,0,0,0
4668,0,0,0,0,0
4669,0,0,0,0,0
4670,0,0,0,0,0
4671,0,0,0,0,0
4672,0,0,0,0,0
4673,0,0,0,0,0
4674,0,0,0,0,0
4675,0,0,0,0,0
4676,0,0,0,0,0
4677,0,0,0,0,0
4678,0,0,0,0,0
4679,0,0,0,0,0
4680,0,0,0,0,0
4681,0,0,0,0,0
4682,0,0,0,0,0
4683,0,0,0,0,0
4684,0,0,0,0,0
4685,42,0,0,111,5
4686,98,0,0,241,15
4687,147,0,0,347,23
4688,202,0,0,451,32
4689,252,0,0,566,39
4690,309,0,0,692,46
4691,352,0,0,791,52
4692,401,0,0,918,59
4693,443,0,0,1013,63
4694,491,0,0,1118,67
4695,550,0,0,1249,72
4696,611,0,0,1363,79
4697,667,0,0,1470,86
4698,713,0,0,1598,98
4699,773,0,0,1729,109
4700,826,0,0,1842,111
4701,907,0,0,2011,128
4702,962,0,0,2131,131
4703,1011,0,0,2243,135
4704,1058,0,0,2352,138
4705,1100,0,0,2457,141
4706,1134,0,0,2559,144
4707,1140,0,0,2565,147
4708,1115,0,0,2544,142
4709,1103,0,0,2534,139
4710,1156,0,0,2648,153
4711,1226,0,0,2798,159
4712,1260,0,0,2927,168
4713,1336,0,0,3090,170
4714,1370,0,0,3167,186
4715,1452,0,0,3365,193
4716,1522,0,0,3521,197
4717,1577,0,0,3648,207
4718,1623,0,0,3764,212
4719,1671,0,0,3905,218
4720,1735,0,0,4048,226
4721,1794,0,0,4184,234
4722,1881,0,0,4349,249
4723,1943,0,0,4512,262
4724,1990,0,0,4632,268
4725,2016,0,0,4728,276
4726,2086,0,0,4874,281
4727,2119,0,0,4961,283
4728,2165,0,0,5062,296
4729,2245,0,0,5236,305
4730,2304,0,0,5383,319
4731,2326,0,0,5507,328
4732,2365,0,0,5620,332
4733,2428,0,0,5761,338
4734,2486,0,0,5898,343
4735,2534,0,0,6004,352
4736,2586,0,0,6141,361
4737,2635,1,0,6275,366
4738,2690,1,0,6400,380
4739,2720,1,0,6491,382
4740,2768,1,0,6622,386
4741,2852,1,0,6801,402
4742,2893,1,0,6910,411
4743,2944,1,0,7063,420
4744,2976,1,0,7168,430
4745,3023,1,0,7278,436
4746,3065,2,0,7384,442
4747,3111,2,0,7467,444
4748,3207,4,0,7661,462
4749,3270,5,0,7788,466
4750,3318,5,0,7880,478
4751,3380,6,0,8025,483
4752,3430,6,0,8158,491
4753,3469,6,0,8272,498
4754,3512,6,0,8372,505
4755,3557,16,0,8524,513
4756,3591,16,0,8597,518
4757,3688,34,0,8798,534
4758,3744,37,0,8931,545
4759,3817,61,0,9087,559
4760,3847,64,0,9165,563
4761,3909,64,0,9288,570
4762,3957,96,0,9408,574
4763,3957,94,0,9424,567
4764,4058,200,0,9669,581
4765,4133,361,0,9814,590
4766,4193,533,0,9967,602
4767,4251,661,0,10121,608
4768,4282,730,0,10245,620
4769,4371,922,0,10426,638
4770,4403,1026,0,10523,644
4771,4474,1177,0,10690,652
4772,4528,1362,0,10822,661
4773,4577,1551,0,10933,679
4774,4614,1729,0,11020,685
4775,4699,1865,0,11224,691
4776,4715,1937,0,11332,694
4777,4776,2115,0,11494,701
4778,4859,2265,0,11658,717
4779,4916,2382,0,11816,725
4780,4961,2490,0,11919,736
4781,5028,2627,0,12075,741
4782,5099,2759,0,12227,749
4783,5151,2904,0,12379,754
4784,5230,3061,0,12541,761
4785,5295,3190,0,12677,769
4786,5360,3310,0,12813,779
4787,5414,3415,0,12926,788
4788,5494,3565,0,13105,802
4789,5524,3625,0,13177,806
4790,5597,3748,0,13352,817
4791,5667,3930,0,13547,828
4792,5728,4074,0,13686,832
4793,5788,4177,0,13843,839
4794,5832,4289,0,13948,846
4795,5926,4463,0,14119,862
4796,5980,4562,0,14260,867
4797,6065,4721,0,14424,872
4798,6120,4868,0,14562,888
4799,6173,5014,0,14713,892
4800,6241,5161,0,14864,899
4801,6283,5234,0,14952,905
4802,6386,5450,0,15159,914
4803,6433,5532,0,15272,927
4804,6497,5663,0,15448,934
4805,6565,5823,0,15651,942
4806,6623,5964,0,15808,952
4807,6677,6117,0,15965,964
4808,6728,6221,0,16076,968
4809,6790,6348,0,16219,974
4810,6835,6471,0,16357,979
4811,6920,6646,0,16548,985
4812,6996,6810,0,16711,999
4813,7053,6930,0,16846,1008
4814,7151,7091,0,17032,1018
4815,7217,7244,0,17170,1022
4816,7304,7425,0,17363,1030
4817,7358,7540,0,17501,1037
4818,7401,7645,0,17629,1043
4819,7467,7764,0,17760,1051
4820,7486,7788,0,17786,1051
4821,7551,7939,0,17932,1057
4822,7623,8088,0,18101,1067
4823,7710,8224,0,18267,1086
4824,7756,8330,0,18390,1089
4825,7850,8512,0,18594,1109
4826,7931,8722,0,18784,1125
4827,8002,8875,0,18941,1132
4828,8071,9050,0,19112,1142
4829,8140,9197,0,19285,1157
4830,8176,9291,0,19389,1164
4831,8258,9459,0,19567,1175
4832,8317,9583,0,19681,1182
4833,8353,9682,0,19738,1188
4834,8429,9885,0,19911,1204
4835,8496,10059,0,20067,1219
4836,8497,10163,0,20084,1223
4837,8490,10293,0,20071,1227
4838,8502,10435,0,20088,1223
4839,8513,10572,0,20149,1213
4840,8551,10730,0,20204,1225
4841,8610,10920,0,20237,1228
4842,8636,11012,0,20275,1234
4843,8667,11194,0,20341,1239
4844,8679,11337,0,20353,1243
4845,8723,11507,0,20456,1253
4846,8731,11628,0,20442,1259
4847,8782,11836,0,20556,1262
4848,8763,11974,0,20585,1262
4849,8788,12122,0,20596,1252
4850,8801,12266,0,20626,1255
4851,8755,12368,0,20578,1251
4852,8801,12515,0,20673,1255
4853,8822,12684,0,20711,1247
4854,8839,12806,0,20751,1252
4855,8860,12953,0,20788,1259
4856,8851,13108,0,20763,1263
4857,8888,13272,0,20788,1268
4858,8879,13401,0,20764,1264
4859,8914,13554,0,20779,1276
4860,8925,13678,0,20809,1277
4861,8931,13798,0,20789,1274
4862,8956,13967,0,20838,1285
4863,8953,14088,0,20818,1287
4864,8966,14209,0,20861,1289
4865,8974,14363,0,20854,1277
4866,9001,14511,0,20875,1287
4867,9045,14674,0,20961,1293
4868,9030,14807,0,20975,1290
4869,9023,14934,0,20942,1284
4870,9041,15073,0,20986,1289
4871,9052,15211,0,20999,1282
4872,9085,15398,0,21044,1283
4873,9077,15552,0,21046,1276
4874,9073,15680,0,21022,1281
4875,9048,15735,0,20956,1274
4876,9072,15879,0,20982,1273
4877,9089,16016,0,21004,1277
4878,9086,16182,0,21026,1281
4879,9106,16316,0,21062,1291
4880,9114,16466,0,21082,1287
4881,9129,16613,0,21133,1289
4882,9170,16745,0,21173,1291
4883,9197,16905,0,21231,1295
4884,9213,17060,0,21208,1299
4885,9219,17233,0,21237,1296
4886,9228,17365,0,21310,1305
4887,9232,17494,0,21299,1305
4888,9203,17585,0,21269,1299
4889,9229,17714,0,21272,1303
4890,9255,17867,0,21328,1302
4891,9258,17999,0,21306,1302
4892,9247,18105,0,21308,1289
4893,9281,18277,0,21374,1289
4894,9275,18377,0,21351,1293
4895,9300,18541,0,21397,1296
4896,9352,18676,0,21455,1319
4897,9348,18781,0,21449,1325
4898,9343,18907,0,21451,1323
4899,9301,18988,0,21420,1321
4900,9325,19074,0,21456,1334
4901,9339,19152,0,21463,1332
4902,9329,19227,0,21452,1327
4903,9325,19310,0,21468,1329
4904,9312,19337,0,21456,1330
4905,9347,19450,0,21511,1334
4906,9333,19521,0,21494,1332
4907,9310,19562,0,21460,1319
4908,9321,19604,0,21519,1327
4909,9335,19686,0,21551,1328
4910,9312,19718,0,21537,1331
4911,9284,19768,0,21493,1330
4912,9263,19785,0,21464,1324
4913,9247,19796,0,21448,1318
4914,9181,19808,0,21364,1305
4915,9170,19849,0,21376,1307
4916,9137,19847,0,21318,1308
4917,9133,19894,0,21334,1307
4918,9128,19944,0,21306,1310
4919,9119,19951,0,21292,1308
4920,9134,19996,0,21323,1303
4921,9117,19999,0,21279,1298
4922,9098,20022,0,21249,1298
4923,9102,20058,0,21298,1299
4924,9059,20042,0,21230,1288
4925,9041,20019,0,21208,1287
4926,9012,19963,0,21152,1293
4927,8979,19943,0,21146,1294
4928,8957,19934,0,21110,1290
4929,8903,19886,0,21075,1282
4930,8904,19879,0,21105,1279
4931,8862,19816,0,21056,1278
4932,8817,19755,0,20977,1265
4933,8809,19769,0,20978,1267
4934,8776,19728,0,20903,1264
4935,8762,19670,0,20890,1268
4936,8740,19643,0,20863,1272
4937,8708,19641,0,20864,1261
4938,8672,19588,0,20765,1256
4939,8657,19595,0,20758,1259
4940,8661,19608,0,20778,1254
4941,8620,19569,0,20732,1242
4942,8584,19510,0,20642,1240
4943,8567,19505,0,20676,1244
4944,8551,19479,0,20683,1243
4945,8518,19400,0,20670,1240
4946,8511,19387,0,20654,1248
4947,8495,19341,0,20644,1244
4948,8489,19265,0,20631,1248
4949,8454,19196,0,20598,1250
4950,8405,19106,0,20503,1245
4951,8379,19087,0,20505,1240
4952,8345,19045,0,20465,1240
4953,8298,18925,0,20399,1233
4954,8268,18834,0,20334,1224
4955,8249,18791,0,20321,1232
4956,8220,18725,0,20285,1233
4957,8188,18692,0,20268,1232
4958,8191,18683,0,20262,1234
4959,8174,18622,0,20226,1238
4960,8150,18557,0,20205,1236
4961,8130,18555,0,20184,1242
4962,8108,18517,0,20168,1245
4963,8086,18523,0,20169,1240
4964,8064,18438,0,20153,1238
4965,8005,18387,0,20083,1236
4966,7978,18369,0,20096,1237
4967,7915,18291,0,19983,1228
4968,7858,18206,0,19935,1226
4969,7852,18185,0,19955,1221
4970,7832,18194,0,19982,1225
4971,7796,18160,0,19991,1220
4972,7753,18067,0,19967,1224
4973,7754,18069,0,19978,1225
4974,7752,18022,0,19979,1221
4975,7745,17998,0,19979,1215
4976,7732,17973,0,19927,1216
4977,7695,17903,0,19891,1215
4978,7628,17830,0,19785,1204
4979,7583,17836,0,19789,1195
4980,7566,17787,0,19792,1184
4981,7536,17763,0,19791,1165
4982,7482,17733,0,19736,1156
4983,7491,17709,0,19784,1154
4984,7450,17624,0,19731,1137
4985,7445,17619,0,19771,1145
4986,7450,17636,0,19799,1145
4987,7382,17538,0,19736,1140
4988,7402,17546,0,19794,1150
4989,7361,17501,0,19701,1143
4990,7328,17453,0,19659,1144
4991,7292,17473,0,19696,1141
4992,7217,17413,0,19627,1143
4993,7212,17423,0,19654,1143
4994,7156,17359,0,19544,1136
4995,7127,17336,0,19506,1133
4996,7087,17295,0,19459,1129
4997,7087,17288,0,19463,1129
4998,7055,17209,0,19431,1122
4999,7024,17171,0,19352,1122
5000,7056,17250,0,19452,1129
5001,7042,17257,0,19474,1133
5002,7027,17231,0,19468,1135
5003,7036,17271,0,19501,1143
5004,7000,17249,0,19469,1142
5005,6950,17174,0,19426,1136
5006,6914,17191,0,19435,1129
5007,6892,17220,0,19447,1129
5008,6881,17186,0,19445,1128
5009,6839,17192,0,19378,1119
5010,6839,17220,0,19405,1125
5011,6783,17184,0,19344,1116
5012,6754,17106,0,19292,1108
5013,6734,17078,0,19270,1113
5014,6726,17153,0,19337,1114
5015,6705,17141,0,19292,1117
5016,6694,17117,0,19271,1117
5017,6702,17179,0,19329,1118
5018,6700,17231,0,19354,1128
5019,6643,17175,0,19287,1123
5020,6614,17147,0,19258,1125
5021,6601,17144,0,19251,1117
5022,6584,17080,0,19187,1121
5023,6568,17074,0,19190,1120
5024,6537,17046,0,19172,1121
5025,6499,16986,0,19091,1112
5026,6446,16939,0,19099,1106
5027,6452,16949,0,19134,1102
5028,6418,16929,0,19092,1102
5029,6395,16910,0,19052,1091
5030,6414,16939,0,19096,1100
5031,6398,16999,0,19126,1111
5032,6381,17032,0,19121,1113
5033,6339,17036,0,19079,1099
5034,6339,16988,0,19048,1096
5035,6326,17074,0,19067,1089
5036,6317,17079,0,19058,1089
5037,6321,17103,0,19069,1078
5038,6276,17069,0,19017,1072
5039,6298,17135,0,19065,1083
5040,6319,17196,0,19122,1084
5041,6358,17318,0,19222,1097
5042,6383,17404,0,19294,1098
5043,6354,17401,0,19260,1096
5044,6351,17417,0,19285,1090
5045,6349,17471,0,19318,1089
5046,6342,17497,0,19314,1096
5047,6331,17467,0,19253,1092
5048,6359,17543,0,19346,1080
5049,6305,17475,0,19273,1071
5050,6326,17540,0,19312,1073
5051,6299,17543,0,19284,1078
5052,6287,17516,0,19286,1067
5053,6276,17564,0,19304,1076
5054,6282,17593,0,19326,1079
5055,6315,17638,0,19365,1077
5056,6340,17694,0,19418,1078
5057,6387,17793,0,19498,1083
5058,6378,17799,0,19439,1090
5059,6409,17883,0,19531,1094
5060,6428,17967,0,19575,1103
5061,6442,17990,0,19602,1110
5062,6460,18037,0,19621,1111
5063,6490,18113,0,19651,1110
5064,6498,18131,0,19648,1108
5065,6458,18101,0,19589,1111
5066,6509,18213,0,19679,1113
5067,6510,18272,0,19666,1109
5068,6567,18384,0,19766,1108
5069,6634,18458,0,19879,1131
5070,6648,18531,0,19903,1131
5071,6668,18560,0,19970,1135
5072,6665,18609,0,19957,1136
5073,6672,18605,0,19920,1133
5074,6694,18691,0,19999,1137
5075,6728,18805,0,20076,1134
5076,6709,18821,0,20064,1130
5077,6708,18790,0,19993,1130
5078,6741,18872,0,20061,1137
5079,6751,18917,0,20066,1132
5080,6773,18977,0,20094,1132
5081,6811,19085,0,20159,1143
5082,6829,19113,0,20164,1140
5083,6779,19040,0,20089,1126
5084,6810,19127,0,20150,1138
5085,6803,19152,0,20157,1139
5086,6829,19246,0,20206,1143
5087,6850,19315,0,20236,1135
5088,6858,19370,0,20246,1138
5089,6885,19454,0,20353,1144
5090,6883,19462,0,20370,1136
5091,6880,19487,0,20368,1140
5092,6869,19501,0,20308,1140
5093,6871,19547,0,20296,1135
5094,6878,19570,0,20304,1139
5095,6909,19643,0,20345,1143
5096,6944,19748,0,20378,1145
5097,6932,19789,0,20361,1143
5098,6961,19889,0,20397,1151
5099,7009,20007,0,20494,1154
5100,7010,20049,0,20499,1150
5101,7041,20166,0,20540,1158
5102,7025,20186,0,20509,1155
5103,7069,20259,0,20552,1152
5104,7116,20397,0,20635,1160
5105,7131,20428,0,20636,1154
5106,7144,20507,0,20653,1161
5107,7113,20516,0,20659,1157
5108,7113,20566,0,20641,1154
5109,7131,20658,0,20665,1150
5110,7109,20615,0,20571,1144
5111,7139,20711,0,20635,1149
5112,7153,20730,0,20650,1148
5113,7132,20753,0,20606,1151
5114,7151,20818,0,20623,1145
5115,7154,20884,0,20662,1151
5116,7167,20933,0,20692,1152
5117,7162,20948,0,20673,1144
5118,7153,20962,0,20644,1146
5119,7152,20977,0,20656,1145
5120,7129,20948,0,20625,1140
5121,7160,21050,0,20687,1135
5122,7187,21154,0,20770,1140
5123,7199,21158,0,20778,1144
5124,7191,21193,0,20778,1146
5125,7220,21231,0,20828,1152
5126,7223,21261,0,20815,1153
5127,7223,21296,0,20860,1157
5128,7218,21259,0,20773,1156
5129,7229,21269,0,20794,1157
5130,7192,21242,0,20740,1155
5131,7209,21252,0,20734,1163
5132,7209,21302,0,20794,1167
5133,7206,21325,0,20792,1174
5134,7192,21346,0,20780,1178
5135,7190,21384,0,20783,1175
5136,7191,21421,0,20811,1172
5137,7193,21463,0,20855,1174
5138,7166,21488,0,20849,1170
5139,7171,21463,0,20832,1171
5140,7153,21457,0,20836,1179
5141,7136,21441,0,20832,1179
5142,7166,21499,0,20899,1182
5143,7141,21452,0,20869,1183
5144,7136,21448,0,20859,1179
5145,7134,21426,0,20860,1182
5146,7131,21424,0,20878,1177
5147,7125,21407,0,20909,1177
5148,7105,21396,0,20833,1178
5149,7084,21328,0,20827,1176
5150,7090,21356,0,20837,1185
5151,7086,21365,0,20863,1190
5152,7076,21353,0,20874,1193
5153,7095,21362,0,20891,1194
5154,7094,21350,0,20884,1189
5155,7110,21343,0,20889,1186
5156,7114,21308,0,20884,1187
5157,7108,21280,0,20855,1182
5158,7095,21246,0,20841,1179
5159,7103,21247,0,20861,1182
5160,7072,21174,0,20833,1185
5161,7063,21131,0,20787,1184
5162,7087,21154,0,20798,1182
5163,7119,21138,0,20859,1186
5164,7118,21149,0,20880,1181
5165,7105,21101,0,20858,1177
5166,7139,21120,0,20921,1181
5167,7100,21075,0,20915,1174
5168,7093,21097,0,20949,1175
5169,7099,21074,0,20945,1171
5170,7125,21154,0,21082,1182
5171,7128,21139,0,21125,1178
5172,7148,21132,0,21148,1180
5173,7172,21172,0,21202,1184
5174,7192,21178,0,21227,1193
5175,7200,21174,0,21211,1201
5176,7208,21196,0,21227,1195
5177,7242,21262,0,21289,1202
5178,7237,21220,0,21282,1194
5179,7249,21201,0,21284,1192
5180,7234,21170,0,21298,1194
5181,7237,21125,0,21299,1193
5182,7224,21020,0,21231,1188
5183,7208,20946,0,21211,1183
5184,7177,20884,0,21202,1176
5185,7138,20754,0,21103,1172
5186,7135,20766,0,21122,1174
5187,7102,20663,0,21087,1170
5188,7088,20590,0,21069,1167
5189,7054,20510,0,21042,1161
5190,7040,20510,0,21066,1166
5191,7005,20489,0,21042,1157
5192,7008,20476,0,21045,1153
5193,6995,20403,0,21017,1152
5194,6997,20392,0,21038,1156
5195,6980,20362,0,21038,1152
5196,6979,20282,0,21031,1159
