HPV_position,15361-CB-10-LabPrep_S11,15361-CB-11-LabPrep_S12,15361-CB-12-LabPrep_S13,15361-CB-13-LabPrep_S14,15361-CB-14-LabPrep_S15,15361-CB-15-LabPrep_S16,15361-CB-16-LabPrep_S17,15361-CB-17-LabPrep_S18,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20,15361-CB-1-LabPrep_S10,15361-CB-20-LabPrep_S22,15361-CB-21-LabPrep_S23,15361-CB-23-LabPrep_S25,15361-CB-24-LabPrep_S26,15361-CB-26-LabPrep_S28,15361-CB-2-LabPrep_S21,15361-CB-30-LabPrep_S33,15361-CB-32-LabPrep_S34,15361-CB-34-LabPrep_S36,15361-CB-35-LabPrep_S37,15361-CB-38-LabPrep_S40,15361-CB-39-LabPrep_S41,15361-CB-3-LabPrep_S32,15361-CB-40-LabPrep_S43,15361-CB-42-LabPrep_S44,15361-CB-44-LabPrep_S46,15361-CB-4-LabPrep_S42,15361-CB-6-LabPrep_S48,15361-CB-7-LabPrep_S49,15361-CB-9-LabPrep_S51
3981,41490,9585,23138,15532,26444,6763,10275,34127,19302,943,9378,5419,69,17156,2752,315,21956,25,9802,8,2531,1269,12078,21169,10,12130,13102,202,0,16415,5510
3982,41373,9563,23012,15385,26323,6733,10208,34017,19267,945,9341,5384,69,17162,2734,311,21837,24,9767,8,2505,1260,11983,21114,10,12090,13060,202,0,16293,5459
3983,41236,9518,22825,15238,26157,6700,10141,33876,19168,936,9265,5331,69,17108,2717,309,21676,24,9721,7,2466,1248,11882,20994,10,12010,12966,201,0,16125,5397
3984,41037,9484,22628,15080,25963,6644,10045,33729,19038,930,9194,5282,68,17030,2698,305,21495,24,9663,7,2432,1235,11760,20851,10,11919,12875,199,0,15943,5334
3985,40926,9470,22460,14914,25812,6581,9955,33599,18953,928,9125,5250,66,16993,2679,302,21328,24,9593,7,2412,1220,11639,20726,10,11831,12816,196,0,15768,5274
3986,40647,9399,22273,14735,25624,6515,9831,33410,18805,922,9035,5181,65,16875,2649,299,21139,24,9500,7,2385,1203,11534,20572,10,11757,12730,195,0,15592,5219
3987,40504,9354,22095,14590,25479,6449,9736,33248,18708,907,8959,5121,66,16835,2629,298,20928,24,9431,7,2350,1193,11402,20452,10,11678,12629,196,0,15414,5145
3988,40286,9286,21856,14377,25275,6357,9588,33115,18612,903,8849,5053,62,16768,2599,293,20726,24,9354,8,2317,1180,11269,20308,10,11601,12522,191,0,15218,5084
3989,40087,9234,21659,14227,25087,6282,9455,32934,18496,897,8785,5018,63,16723,2576,291,20573,24,9258,8,2280,1173,11160,20201,10,11492,12458,187,0,15058,5026
3990,39883,9179,21464,14064,24880,6229,9341,32757,18398,887,8706,4959,63,16666,2566,290,20394,24,9174,8,2258,1170,11053,20046,10,11409,12374,185,0,14879,4976
3991,39702,9159,21324,13938,24758,6187,9253,32691,18319,881,8674,4922,63,16628,2553,291,20256,21,9163,8,2247,1159,10979,19967,10,11364,12327,185,0,14754,4943
3992,39440,9091,21055,13737,24508,6128,9145,32454,18151,873,8575,4860,61,16480,2525,289,20051,21,9069,8,2220,1149,10866,19789,10,11249,12226,181,0,14579,4871
3993,39339,9038,20924,13621,24373,6104,9071,32322,18087,867,8509,4828,59,16478,2500,289,19900,21,9020,8,2193,1138,10746,19699,10,11187,12161,181,0,14452,4835
3994,38995,8950,20676,13387,24145,6016,8934,32106,17905,856,8388,4745,58,16348,2472,284,19675,20,8902,7,2155,1129,10613,19483,10,11049,12040,179,0,14250,4748
3995,38791,8885,20486,13244,23992,5981,8844,31915,17770,852,8313,4704,59,16313,2450,281,19519,20,8827,8,2124,1118,10485,19351,10,10973,11955,174,0,14075,4682
3996,38561,8827,20284,13059,23846,5911,8744,31764,17621,846,8251,4660,59,16214,2427,279,19296,20,8750,8,2089,1114,10330,19170,10,10884,11864,173,0,13886,4613
3997,38433,8769,20122,12922,23653,5853,8654,31630,17507,838,8171,4615,58,16129,2411,277,19136,20,8694,8,2068,1104,10233,19039,10,10815,11789,171,0,13725,4570
3998,38168,8701,19919,12729,23440,5773,8543,31407,17350,827,8072,4561,58,16053,2394,275,18918,20,8587,8,2038,1082,10093,18854,10,10709,11674,170,0,13521,4509
3999,37942,8666,19748,12608,23286,5731,8462,31301,17234,823,8006,4513,58,15998,2370,275,18755,20,8514,7,2021,1072,10023,18768,10,10627,11630,169,0,13439,4471
4000,37703,8617,19531,12466,23104,5668,8375,31119,17113,814,7930,4454,55,15935,2355,273,18570,20,8435,7,1994,1063,9918,18623,10,10535,11559,165,0,13288,4409
4001,37492,8556,19355,12304,22924,5605,8275,30960,16985,812,7865,4405,54,15857,2337,269,18396,20,8346,8,1967,1051,9823,18491,7,10458,11488,162,0,13136,4355
4002,37266,8461,19129,12120,22699,5530,8153,30730,16792,797,7742,4352,54,15722,2318,270,18189,20,8231,8,1928,1038,9673,18308,5,10339,11356,161,0,12949,4287
4003,37064,8431,18925,11946,22508,5470,8073,30551,16681,787,7652,4313,52,15664,2306,267,18005,22,8181,8,1911,1032,9570,18191,5,10264,11278,161,0,12814,4248
4004,36896,8417,18803,11817,22367,5444,8052,30431,16620,779,7606,4289,52,15666,2299,268,17857,21,8150,8,1900,1023,9515,18117,5,10218,11228,161,0,12719,4209
4005,36733,8379,18643,11695,22211,5386,7963,30259,16525,771,7558,4243,52,15651,2284,263,17680,21,8063,7,1875,1012,9406,17980,5,10141,11154,158,0,12575,4153
4006,36523,8338,18472,11565,22065,5352,7890,30151,16438,768,7492,4208,52,15623,2275,263,17526,21,7999,6,1860,1010,9327,17900,5,10085,11108,157,0,12468,4122
4007,36259,8252,18241,11374,21866,5265,7753,29952,16267,757,7411,4134,50,15524,2250,257,17309,20,7905,6,1830,993,9198,17701,5,9979,11008,156,0,12279,4033
4008,36024,8192,18012,11177,21649,5198,7672,29760,16124,752,7301,4087,51,15468,2233,257,17118,20,7831,6,1792,977,9070,17542,5,9879,10896,152,0,12127,3980
4009,35815,8151,17847,11051,21493,5153,7604,29635,16028,744,7238,4051,51,15435,2222,256,16950,20,7752,6,1760,971,8985,17411,5,9810,10833,149,0,12014,3918
4010,35507,8066,17588,10844,21245,5053,7459,29378,15832,731,7102,3985,50,15343,2197,253,16703,19,7666,6,1714,954,8815,17204,5,9648,10699,148,0,11784,3825
4011,35374,8035,17459,10729,21107,5033,7424,29292,15772,721,7059,3971,50,15319,2176,253,16561,18,7636,6,1697,945,8783,17137,5,9604,10647,151,0,11704,3793
4012,35189,7989,17354,10621,21027,5013,7345,29201,15688,719,7034,3946,50,15292,2161,251,16466,18,7589,6,1685,941,8719,17056,5,9548,10614,147,0,11637,3765
4013,35005,7943,17173,10473,20873,4973,7286,29014,15561,712,6975,3906,49,15251,2159,252,16282,18,7519,6,1670,930,8635,16922,5,9472,10531,147,0,11483,3720
4014,34726,7852,16966,10320,20670,4900,7172,28826,15421,703,6899,3849,48,15182,2142,249,16069,18,7413,6,1651,923,8519,16786,5,9372,10419,148,0,11309,3655
4015,34563,7837,16837,10243,20553,4871,7117,28721,15363,696,6851,3823,48,15198,2130,247,15948,18,7369,6,1635,913,8456,16695,5,9334,10369,148,0,11199,3628
4016,34422,7805,16656,10098,20426,4809,7030,28571,15269,690,6796,3775,47,15151,2118,248,15764,18,7327,6,1618,905,8360,16573,5,9280,10318,148,0,11063,3588
4017,34208,7752,16511,10011,20296,4766,6974,28388,15158,690,6724,3735,47,15100,2095,249,15589,16,7266,6,1590,893,8249,16463,5,9200,10255,147,0,10918,3546
4018,33959,7683,16318,9883,20105,4711,6932,28249,15032,690,6633,3683,47,15054,2074,246,15398,17,7171,6,1578,886,8187,16318,5,9137,10202,145,0,10807,3495
4019,33713,7580,16061,9646,19879,4612,6783,28030,14844,673,6507,3607,46,14883,2026,243,15203,17,7067,6,1520,864,7990,16117,5,8984,10052,138,0,10584,3410
4020,33446,7535,15862,9490,19677,4566,6684,27826,14708,666,6432,3566,45,14819,2000,241,15023,17,6980,6,1495,853,7905,16002,5,8911,9945,138,0,10414,3360
4021,33186,7458,15673,9321,19476,4501,6567,27646,14568,659,6368,3513,44,14720,1982,239,14824,17,6884,6,1467,844,7768,15857,5,8822,9851,138,0,10229,3301
4022,32873,7378,15449,9124,19263,4438,6468,27407,14406,645,6263,3462,44,14627,1953,239,14599,17,6815,6,1440,833,7629,15696,5,8717,9749,137,0,10047,3245
4023,32649,7336,15253,8972,19069,4385,6349,27230,14289,637,6207,3405,44,14567,1938,237,14428,17,6747,6,1414,820,7524,15548,5,8631,9688,135,0,9915,3187
4024,32376,7247,15031,8783,18844,4294,6239,26999,14143,626,6101,3336,44,14442,1909,232,14193,17,6660,6,1388,806,7378,15360,5,8500,9576,132,0,9738,3088
4025,32134,7182,14832,8625,18624,4231,6145,26823,13967,618,6030,3280,44,14367,1889,232,14009,17,6588,6,1365,794,7258,15195,5,8394,9483,131,0,9574,3046
4026,31736,7075,14538,8397,18313,4130,6021,26508,13728,601,5884,3176,44,14186,1829,227,13700,16,6448,6,1328,767,7088,14957,5,8221,9339,129,0,9345,2923
4027,31577,7048,14355,8307,18166,4083,5962,26356,13642,595,5843,3128,44,14158,1818,227,13571,17,6391,6,1307,761,7020,14871,5,8158,9269,129,0,9221,2902
4028,31369,7023,14189,8197,18008,4038,5903,26196,13525,593,5776,3088,44,14106,1798,222,13407,17,6337,6,1296,755,6921,14746,5,8086,9212,126,0,9114,2865
4029,31118,6959,14011,8059,17793,3986,5825,26039,13421,585,5703,3030,44,14067,1779,217,13224,17,6259,6,1273,744,6823,14606,5,7981,9123,125,0,8979,2814
4030,30813,6884,13805,7946,17601,3926,5732,25781,13290,578,5614,2978,43,13988,1755,213,13012,17,6168,6,1253,736,6716,14437,5,7891,9015,123,0,8831,2754
4031,30518,6817,13582,7785,17387,3860,5635,25505,13154,563,5541,2928,42,13888,1727,207,12840,17,6098,6,1228,712,6588,14258,5,7799,8908,123,0,8664,2696
4032,30241,6754,13386,7645,17192,3797,5547,25249,13011,559,5466,2872,39,13777,1696,207,12646,17,6025,6,1199,694,6470,14092,5,7702,8801,122,0,8532,2644
4033,29931,6675,13173,7473,16962,3711,5442,24962,12855,548,5371,2805,39,13659,1671,207,12427,17,5925,6,1173,674,6343,13919,5,7589,8677,121,0,8373,2576
4034,29554,6587,12941,7302,16707,3648,5342,24675,12697,534,5262,2739,38,13522,1639,201,12186,17,5817,6,1145,658,6183,13699,5,7470,8560,120,0,8207,2503
4035,29196,6495,12670,7107,16444,3550,5225,24347,12496,528,5155,2676,38,13369,1607,198,11928,17,5695,6,1116,644,6049,13487,5,7313,8430,118,0,8008,2432
4036,28890,6435,12514,6975,16243,3498,5155,24127,12350,518,5076,2636,37,13281,1581,195,11761,17,5614,6,1095,640,5958,13339,5,7227,8343,114,0,7855,2378
4037,28573,6314,12265,6815,16002,3393,5027,23827,12181,504,4969,2553,37,13122,1546,191,11529,16,5499,6,1071,629,5826,13126,5,7071,8203,112,0,7676,2291
4038,28268,6219,12064,6631,15775,3335,4942,23567,12024,495,4875,2505,37,13003,1519,190,11307,16,5403,5,1049,621,5710,12940,5,6941,8108,111,0,7518,2224
4039,28005,6162,11871,6510,15614,3277,4863,23347,11895,487,4804,2478,36,12916,1502,187,11148,16,5350,5,1030,611,5626,12789,5,6866,8031,111,0,7395,2189
4040,27656,6082,11651,6350,15385,3215,4770,23048,11724,485,4726,2418,35,12788,1481,184,10937,16,5266,5,1012,607,5527,12605,5,6741,7929,109,0,7214,2131
4041,27299,5995,11451,6193,15164,3160,4684,22770,11552,476,4631,2370,34,12648,1455,183,10718,15,5169,5,984,598,5411,12415,5,6630,7816,106,0,7056,2090
4042,26942,5921,11224,6029,14918,3085,4563,22453,11377,464,4543,2311,34,12493,1425,183,10491,15,5064,5,952,582,5282,12211,5,6502,7683,104,0,6872,2025
4043,26662,5845,11038,5861,14727,3003,4481,22214,11235,456,4456,2268,32,12376,1402,179,10305,15,4966,5,927,578,5186,12046,5,6391,7569,102,0,6748,1973
4044,26430,5800,10889,5768,14566,2958,4414,22029,11152,449,4404,2235,33,12267,1394,178,10146,13,4910,5,915,570,5095,11924,5,6317,7486,101,0,6617,1936
4045,26049,5717,10693,5628,14344,2898,4329,21753,10991,434,4330,2173,33,12123,1363,174,9937,13,4802,5,887,558,4999,11742,5,6221,7385,98,0,6470,1876
4046,25746,5612,10485,5487,14127,2815,4198,21513,10808,430,4216,2098,32,11958,1334,175,9733,13,4700,5,850,537,4854,11542,5,6078,7252,92,0,6298,1817
4047,25464,5546,10298,5360,13912,2756,4108,21244,10650,419,4140,2035,32,11830,1311,170,9521,13,4614,5,833,529,4750,11360,5,5974,7158,90,0,6145,1761
4048,25220,5492,10160,5252,13746,2720,4043,21054,10546,412,4088,2002,29,11740,1299,168,9375,13,4565,5,822,525,4689,11242,5,5910,7095,89,0,6055,1728
4049,24900,5419,9980,5106,13523,2674,3965,20772,10407,400,3999,1950,28,11613,1271,165,9184,13,4465,5,801,510,4569,11046,5,5817,6990,87,0,5914,1660
4050,24632,5337,9809,4975,13339,2621,3886,20574,10281,400,3912,1911,27,11507,1249,163,9026,12,4381,4,786,500,4487,10901,5,5720,6904,83,0,5781,1616
4051,24411,5283,9680,4871,13180,2578,3838,20383,10185,394,3855,1869,27,11432,1232,161,8884,12,4319,4,776,492,4429,10796,5,5639,6835,83,0,5689,1589
4052,24062,5191,9483,4722,12959,2502,3752,20126,10032,384,3769,1807,26,11284,1212,160,8697,12,4238,4,754,480,4304,10617,5,5527,6727,81,0,5530,1534
4053,23757,5118,9295,4606,12770,2456,3666,19855,9867,372,3686,1750,25,11139,1184,157,8506,12,4151,4,731,474,4197,10440,5,5410,6621,79,0,5380,1491
4054,23509,5060,9159,4533,12588,2423,3591,19648,9771,369,3647,1709,23,11050,1173,154,8369,12,4086,4,715,465,4132,10325,5,5350,6564,79,0,5280,1465
4055,23220,5011,8987,4429,12408,2400,3526,19417,9635,364,3585,1665,23,10933,1145,152,8205,12,4031,4,707,458,4049,10165,5,5265,6476,79,0,5172,1427
4056,22907,4927,8796,4292,12205,2337,3430,19163,9472,356,3515,1611,23,10806,1118,151,8020,12,3951,4,691,449,3960,9994,5,5174,6381,76,0,5048,1398
4057,22586,4855,8619,4186,11985,2285,3358,18912,9321,349,3454,1578,23,10673,1102,146,7843,12,3880,4,674,436,3876,9827,5,5084,6292,76,0,4943,1366
4058,22346,4774,8483,4087,11832,2250,3281,18699,9204,341,3389,1547,23,10562,1082,144,7704,12,3808,4,662,428,3810,9699,5,5024,6210,74,0,4849,1316
4059,22064,4705,8321,3980,11641,2205,3218,18444,9078,333,3319,1517,23,10449,1065,140,7549,12,3734,4,650,416,3725,9536,5,4920,6116,70,0,4738,1273
4060,21750,4628,8135,3882,11442,2146,3142,18191,8938,328,3254,1473,23,10331,1045,137,7398,12,3657,4,627,409,3652,9360,5,4824,6022,70,0,4600,1231
4061,21453,4533,7947,3767,11236,2089,3058,17937,8784,321,3180,1418,23,10194,1018,137,7220,12,3584,4,606,402,3547,9204,5,4744,5903,66,0,4471,1178
4062,21186,4466,7791,3670,11076,2055,2987,17723,8657,315,3123,1400,23,10095,997,134,7078,12,3536,4,598,395,3466,9078,5,4673,5809,66,0,4383,1153
4063,20840,4398,7605,3575,10877,2006,2909,17450,8517,312,3050,1367,22,9970,977,129,6872,12,3448,4,585,384,3381,8891,5,4566,5707,66,0,4247,1125
4064,20580,4322,7458,3476,10718,1970,2851,17236,8390,306,2995,1344,22,9855,963,130,6760,12,3380,4,570,376,3314,8785,5,4504,5640,66,0,4161,1100
4065,20351,4261,7312,3395,10556,1929,2796,17053,8274,304,2943,1304,22,9760,942,129,6650,10,3317,4,555,370,3235,8668,5,4429,5573,66,0,4073,1078
4066,20048,4198,7176,3315,10386,1903,2731,16833,8137,301,2889,1286,22,9658,931,129,6523,10,3256,4,548,364,3161,8548,5,4364,5492,66,0,3981,1053
4067,19796,4160,7038,3248,10238,1876,2677,16625,8041,295,2841,1265,22,9569,921,128,6411,10,3210,4,534,360,3103,8438,5,4302,5420,66,0,3895,1035
4068,19535,4111,6914,3188,10058,1850,2622,16408,7924,289,2796,1237,22,9466,912,127,6302,10,3152,4,527,355,3043,8330,5,4252,5354,65,0,3815,1022
4069,19266,4057,6811,3132,9900,1817,2578,16209,7828,286,2762,1207,22,9390,898,126,6208,9,3099,4,514,350,2996,8227,5,4195,5293,65,0,3737,1002
4070,18877,3967,6591,3025,9662,1769,2498,15894,7665,283,2684,1166,21,9223,873,126,6042,9,2995,4,492,344,2895,8029,5,4092,5167,63,0,3582,953
4071,18648,3892,6443,2957,9488,1721,2417,15680,7523,282,2628,1134,21,9107,852,123,5902,9,2947,4,482,333,2827,7911,5,4007,5097,63,0,3498,930
4072,18412,3853,6351,2910,9378,1703,2385,15504,7455,276,2595,1117,21,9008,845,122,5819,7,2905,4,471,329,2797,7820,5,3965,5044,63,0,3443,914
4073,18152,3802,6180,2830,9195,1661,2339,15279,7315,275,2532,1081,21,8880,831,117,5674,6,2850,4,457,325,2741,7686,5,3882,4935,63,0,3335,882
4074,17871,3740,6091,2754,9050,1641,2296,15079,7224,273,2494,1064,20,8759,814,113,5591,6,2803,4,448,323,2682,7565,5,3838,4873,62,0,3276,864
4075,17658,3662,5955,2678,8875,1602,2218,14874,7089,267,2424,1037,21,8642,800,112,5457,6,2741,4,430,317,2586,7412,5,3752,4784,58,0,3171,847
4076,17389,3624,5831,2627,8709,1573,2165,14676,6976,264,2384,1009,21,8558,780,111,5358,6,2701,4,425,310,2531,7273,5,3703,4711,57,0,3100,840
4077,17146,3577,5713,2562,8578,1546,2111,14482,6890,260,2355,985,21,8469,768,111,5252,6,2659,4,418,304,2491,7188,5,3651,4638,55,0,3041,831
4078,16857,3517,5584,2517,8413,1525,2060,14266,6765,257,2307,953,21,8369,765,111,5150,6,2601,4,403,298,2433,7061,5,3600,4568,55,0,2978,816
4079,16569,3456,5440,2441,8245,1493,1986,14046,6618,254,2239,928,21,8224,756,109,5015,6,2543,4,393,293,2363,6922,5,3513,4488,54,0,2889,796
4080,16377,3431,5392,2403,8153,1481,1965,13903,6564,251,2227,904,21,8165,752,108,4959,6,2516,4,391,291,2344,6862,5,3490,4446,53,0,2857,782
4081,16033,3343,5230,2303,7922,1438,1880,13572,6397,242,2154,876,20,7997,727,103,4811,6,2437,4,377,282,2253,6669,5,3390,4322,53,0,2753,756
4082,15820,3295,5161,2281,7809,1423,1855,13414,6313,243,2131,867,19,7904,716,99,4729,6,2412,3,374,273,2235,6568,5,3349,4274,53,0,2718,750
4083,15605,3238,5057,2230,7678,1405,1819,13224,6198,238,2084,850,19,7819,707,99,4647,6,2369,3,364,271,2187,6458,5,3288,4203,52,0,2653,730
4084,15379,3180,4969,2184,7545,1381,1781,13021,6102,232,2046,828,19,7715,697,95,4555,6,2328,3,361,260,2136,6350,5,3214,4140,52,0,2609,713
4085,15004,3079,4771,2091,7305,1326,1695,12675,5908,222,1963,792,18,7531,674,87,4385,6,2245,3,343,250,2048,6129,5,3103,4000,50,0,2496,681
4086,14836,3041,4739,2067,7228,1315,1694,12554,5862,220,1936,783,18,7485,670,88,4352,6,2232,3,342,246,2047,6074,5,3082,3962,50,0,2488,671
4087,14535,2970,4603,2003,7056,1283,1645,12306,5709,218,1861,760,18,7329,656,86,4234,6,2174,3,333,237,1992,5915,5,3004,3859,48,0,2429,654
4088,14334,2941,4527,1978,6938,1269,1633,12114,5624,213,1823,750,18,7257,645,83,4165,6,2141,3,328,234,1953,5821,5,2969,3812,47,0,2389,646
4089,14088,2889,4410,1929,6777,1241,1594,11888,5503,204,1782,731,18,7152,635,83,4061,6,2096,3,317,228,1906,5712,5,2910,3734,44,0,2326,630
4090,13860,2836,4306,1870,6618,1211,1567,11680,5398,201,1738,719,18,7044,623,82,3985,6,2049,3,304,227,1866,5588,5,2856,3647,43,0,2269,615
4091,13648,2802,4210,1828,6513,1192,1538,11496,5319,198,1705,709,18,6963,615,80,3904,6,2022,3,301,226,1827,5497,5,2804,3593,43,0,2231,610
4092,13414,2751,4101,1781,6395,1168,1510,11298,5227,193,1674,692,17,6882,609,77,3819,6,1975,3,294,222,1788,5380,5,2758,3527,41,0,2172,604
4093,13230,2718,4025,1751,6312,1153,1478,11146,5160,190,1641,677,16,6831,600,78,3749,6,1942,3,289,215,1756,5298,5,2732,3477,40,0,2127,594
4094,12941,2659,3873,1682,6106,1131,1418,10875,5027,187,1584,651,16,6703,576,76,3594,6,1877,3,279,208,1693,5138,5,2661,3370,35,0,2040,576
4095,12689,2599,3758,1620,5953,1101,1368,10632,4896,185,1543,632,15,6589,566,75,3510,6,1815,3,269,202,1655,5027,5,2591,3295,34,0,1984,552
4096,12457,2562,3690,1594,5842,1080,1355,10469,4813,183,1522,617,14,6502,559,74,3452,6,1798,3,265,197,1627,4940,5,2541,3248,34,0,1947,546
4097,12299,2531,3646,1562,5762,1064,1346,10329,4739,184,1506,599,14,6461,552,74,3391,6,1778,3,262,193,1614,4882,5,2507,3210,32,0,1914,536
4098,12100,2492,3563,1533,5661,1041,1329,10161,4656,182,1481,584,13,6395,546,72,3336,6,1742,3,259,190,1582,4789,5,2480,3163,31,0,1882,529
4099,11940,2469,3516,1525,5593,1030,1321,10034,4598,181,1458,571,13,6345,540,73,3290,6,1720,3,256,190,1583,4726,5,2454,3133,31,0,1868,521
4100,11682,2395,3366,1447,5410,990,1270,9783,4462,175,1401,551,13,6173,521,68,3124,6,1660,2,242,181,1518,4580,5,2366,3040,28,0,1798,495
4101,11430,2335,3261,1407,5275,962,1230,9593,4346,173,1362,528,12,6062,508,65,3030,5,1619,2,236,175,1494,4478,5,2301,2952,27,0,1763,487
4102,11190,2279,3174,1367,5154,940,1200,9401,4241,170,1328,508,11,5955,492,63,2956,4,1587,2,229,171,1450,4366,5,2249,2882,27,0,1725,471
4103,10960,2232,3071,1306,5018,910,1173,9211,4117,164,1288,491,10,5833,481,62,2857,4,1541,2,220,161,1409,4250,5,2194,2810,27,0,1676,455
4104,10729,2190,3003,1271,4895,889,1156,9001,4025,160,1261,472,10,5754,470,60,2784,4,1500,2,218,163,1393,4139,5,2147,2732,27,0,1645,443
4105,10514,2139,2922,1228,4774,878,1125,8825,3925,158,1227,455,10,5648,460,59,2693,4,1476,2,214,157,1369,4066,5,2101,2677,26,0,1599,436
4106,10282,2107,2848,1180,4694,862,1116,8655,3857,156,1210,445,10,5574,449,55,2636,4,1444,2,207,153,1353,3986,5,2054,2621,26,0,1572,423
4107,10041,2044,2736,1132,4548,831,1078,8466,3750,153,1171,424,10,5411,435,54,2534,4,1391,2,200,151,1315,3863,5,1979,2535,25,0,1529,413
4108,9802,1996,2659,1096,4431,810,1045,8280,3668,149,1139,411,10,5306,413,50,2452,4,1356,1,191,144,1296,3757,5,1935,2479,25,0,1497,409
4109,9641,1965,2617,1082,4358,797,1034,8156,3592,144,1127,400,10,5231,406,50,2414,4,1323,1,190,138,1285,3708,5,1909,2436,25,0,1482,403
4110,9399,1914,2551,1051,4249,775,1016,7965,3502,141,1098,376,10,5124,397,49,2339,4,1285,1,191,130,1258,3615,5,1866,2352,25,0,1444,393
4111,9172,1877,2481,1018,4140,750,990,7784,3383,137,1058,354,10,4999,380,45,2259,4,1245,1,185,123,1227,3529,5,1803,2300,24,0,1393,377
4112,8971,1841,2435,1001,4060,731,976,7639,3314,134,1038,343,9,4932,378,46,2223,4,1228,1,180,122,1213,3473,5,1780,2273,25,0,1383,365
4113,8739,1773,2331,945,3898,709,932,7422,3181,131,991,327,9,4775,366,44,2133,4,1170,1,172,116,1159,3360,5,1709,2196,23,0,1321,345
4114,8554,1736,2244,929,3766,697,917,7295,3082,131,965,323,9,4660,361,43,2078,4,1145,1,173,112,1136,3283,5,1685,2162,23,0,1300,336
4115,8304,1666,2161,881,3663,667,873,7063,3005,129,924,295,9,4562,344,42,1983,4,1089,1,161,112,1090,3168,5,1620,2081,23,0,1231,320
4116,8087,1617,2087,862,3550,652,850,6875,2918,127,897,282,9,4463,332,39,1925,4,1062,1,156,110,1061,3106,5,1588,2024,22,0,1212,313
4117,7881,1579,2035,841,3464,637,824,6692,2841,123,871,271,9,4386,315,36,1869,4,1041,1,150,106,1051,3037,5,1538,1962,21,0,1181,311
4118,7666,1535,1930,806,3309,611,786,6502,2723,119,835,258,9,4244,297,34,1792,4,1005,1,143,96,1003,2920,2,1488,1868,20,0,1123,298
